0
"N,C,10945,TMB,,XX,0,TAMILNAD MERCA BANK LTD,0.05,1,203957,1,TMB,Y,INE668A01016,TMB_EQ,EQ
"
"N,C,20322,FEDFINA,,XX,0,FEDBANK FINANCIAL SER L,0.01,1,862917,1,FEDFINA,Y,INE007N01010,FEDFINA_EQ,EQ
"
"N,C,25892,DBEIL,,XX,0,DEEPAK BUILDERS & ENG I L,0.01,1,521705,1,DBEIL,N,INE0OPA01019,DBEIL_EQ,EQ
"
"N,C,8167,MANYAVAR,,XX,0,VEDANT FASHIONS LIMITED,0.05,1,75302,1,MANYAVAR,Y,INE825V01034,MANYAVAR_EQ,EQ
"
"N,C,1597,INGERRAND,,XX,0,INGERSOLL-RAND INDIA LTD,0.05,1,22098,1,INGERRAND,Y,INE177A01018,INGERRAND_EQ,EQ
"
"N,C,17927,BAYERCROP,,XX,0,BAYER CROPSCIENCE LTD,0.05,1,15955,1,BAYERCROP,Y,INE462A01022,BAYERCROP_EQ,EQ
"
"N,C,1838,KARURVYSYA,,XX,0,KARUR VYSYA BANK LTD,0.01,1,419996,1,KARURVYSYA,Y,INE036D01028,KARURVYSYA_EQ,EQ
"
"N,C,13688,ACLGATI,,XX,0,ALLCARGO GATI LIMITED,0.01,1,1045448,1,ACLGATI,N,INE152B01027,ACLGATI_EQ,EQ
"
"N,C,19235,IMFA,,XX,0,INDIAN METALS & FERRO,0.05,1,104078,1,IMFA,Y,INE919H01018,IMFA_EQ,EQ
"
"N,C,18581,KIRLOSBROS,,XX,0,KIRLOSKAR BROTHERS LTD,0.05,1,42881,1,KIRLOSBROS,Y,INE732A01036,KIRLOSBROS_EQ,EQ
"
"N,C,21131,TEJASNET,,XX,0,TEJAS NETWORKS LIMITED,0.05,1,76529,1,TEJASNET,Y,INE010J01012,TEJASNET_EQ,EQ
"
"N,C,13643,ELECON,,XX,0,ELECON ENG. CO. LTD,0.05,1,153490,1,ELECON,Y,INE205B01031,ELECON_EQ,EQ
"
"N,C,19410,ROSSARI,,XX,0,ROSSARI BIOTECH LIMITED,0.05,1,118375,1,ROSSARI,Y,INE02A801020,ROSSARI_EQ,EQ
"
"N,C,3172,GILT5YBEES,,XX,0,RELCAPAMC - NETFGILT5Y,0.01,1,1080902,1,GILT5YBEES,Y,INF204KC1030,GILT5YBEES_EQ,EQ
"
"N,C,14912,KPRMILL,,XX,0,KPR MILL LTD.,0.05,1,98101,1,KPRMILL,Y,INE930H01031,KPRMILL_EQ,EQ
"
"N,C,15380,MANKIND,,XX,0,MANKIND PHARMA LIMITED,0.05,1,37661,1,MANKIND,Y,INE634S01028,MANKIND_EQ,EQ
"
"N,C,1041,FINPIPE,,XX,0,FINOLEX INDUSTRIES LTD,0.05,1,371046,1,FINPIPE,Y,INE183A01024,FINPIPE_EQ,EQ
"
"N,C,3002,WONDERLA,,XX,0,WONDERLA HOLIDAYS LTD.,0.05,1,118918,1,WONDERLA,Y,INE066O01014,WONDERLA_EQ,EQ
"
"N,C,13587,ACE,,XX,0,ACTION CONST EQUIP LTD,0.05,1,73356,1,ACE,Y,INE731H01025,ACE_EQ,EQ
"
"N,C,11006,LIQUIDBEES,,XX,0,NIP IND ETF LIQUID BEES,0.01,1,99955,1,LIQUIDBEES,Y,INF732E01037,LIQUIDBEES_EQ,EQ
"
"N,C,10905,GENESYS,,XX,0,GENESYS INTL CORPN LTD,0.05,1,105546,1,GENESYS,N,INE727B01026,GENESYS_EQ,EQ
"
"N,C,18593,EMSLIMITED,,XX,0,EMS LIMITED,0.05,1,112672,1,EMSLIMITED,N,INE0OV601013,EMSLIMITED_EQ,EQ
"
"N,C,27061,ACMESOLAR,,XX,0,ACME SOLAR HOLDINGS LTD,0.05,1,367894,1,ACMESOLAR,N,INE622W01025,ACMESOLAR_EQ,EQ
"
"N,C,128,ROUTE,,XX,0,ROUTE MOBILE LIMITED,0.05,1,69448,1,ROUTE,Y,INE450U01017,ROUTE_EQ,EQ
"
"N,C,11782,EVEREADY,,XX,0,EVEREADY INDS. IND.  LTD.,0.05,1,263492,1,EVEREADY,Y,INE128A01029,EVEREADY_EQ,EQ
"
"N,C,11377,MAHABANK,,XX,0,BANK OF MAHARASHTRA,0.01,1,1784441,1,MAHABANK,Y,INE457A01014,MAHABANK_EQ,EQ
"
"N,C,8050,MAHLIFE,,XX,0,MAHINDRA LIFESPACE DEVLTD,0.05,1,207780,1,MAHLIFE,Y,INE813A01018,MAHLIFE_EQ,EQ
"
"N,C,474,3MINDIA,,XX,0,3M INDIA LIMITED,0.05,1,3177,1,3MINDIA,Y,INE470A01017,3MINDIA_EQ,EQ
"
"N,C,3918,NATCOPHARM,,XX,0,NATCO PHARMA LTD.,0.05,1,67956,1,NATCOPHARM,Y,INE987B01026,NATCOPHARM_EQ,EQ
"
"N,C,7672,IMAGICAA,,XX,0,IMAGICAAWORLD ENT LTD,0.01,1,1353087,1,IMAGICAA,Y,INE172N01012,IMAGICAA_EQ,EQ
"
"N,C,22717,ENTERO,,XX,0,ENTERO HEALTHCARE SOLU L,0.05,1,68416,1,ENTERO,Y,INE010601016,ENTERO_EQ,EQ
"
"N,C,11573,FORCEMOT,,XX,0,FORCE MOTORS LIMITED,0.05,1,15236,1,FORCEMOT,Y,INE451A01017,FORCEMOT_EQ,EQ
"
"N,C,4693,SHYAMMETL,,XX,0,SHYAM METALICS AND ENGY L,0.05,1,119190,1,SHYAMMETL,Y,INE810G01011,SHYAMMETL_EQ,EQ
"
"N,C,2489,ISEC,,XX,0,ICICI SECURITIES LIMITED,0.05,1,113725,1,ISEC,Y,INE763G01038,ISEC_EQ,EQ
"
"N,C,4986,IRCON,,XX,0,IRCON INTERNATIONAL LTD,0.01,1,429816,1,IRCON,Y,INE962Y01021,IRCON_EQ,EQ
"
"N,C,3384,SWARAJENG,,XX,0,SWARAJ ENGINES LTD,0.05,1,31911,1,SWARAJENG,Y,INE277A01016,SWARAJENG_EQ,EQ
"
"N,C,14450,EMBDL,,XX,0,EQUINOX INDIA DEV LTD,0.01,1,768857,1,EMBDL,Y,INE069I01010,EMBDL_EQ,EQ
"
"N,C,341,BALRAMCHIN,,XX,0,BALRAMPUR CHINI MILLS LTD,0.05,1,169672,1,BALRAMCHIN,Y,INE119A01028,BALRAMCHIN_EQ,EQ
"
"N,C,10473,POWERMECH,,XX,0,POWER MECH PROJECTS LTD.,0.05,1,36359,1,POWERMECH,Y,INE211R01019,POWERMECH_EQ,EQ
"
"N,C,1145,GIPCL,,XX,0,GUJ IND POW CO. LTD,0.01,1,403387,1,GIPCL,Y,INE162A01010,GIPCL_EQ,EQ
"
"N,C,15266,JKIL,,XX,0,JKUMAR INFR.LTD.,0.05,1,131129,1,JKIL,Y,INE576I01022,JKIL_EQ,EQ
"
"N,C,11343,AFFLE,,XX,0,AFFLE (INDIA) LIMITED,0.05,1,55429,1,AFFLE,Y,INE00WC01027,AFFLE_EQ,EQ
"
"N,C,1153,GLAXO,,XX,0,GLAXOSMITHKLINE PHARMA LT,0.05,1,43368,1,GLAXO,Y,INE159A01016,GLAXO_EQ,EQ
"
"N,C,7401,RAJESHEXPO,,XX,0,RAJESH EXPORTS LTD,0.01,1,421927,1,RAJESHEXPO,Y,INE343B01030,RAJESHEXPO_EQ,EQ
"
"N,C,13826,SOBHA,,XX,0,SOBHA LIMITED,0.05,1,61650,1,SOBHA,Y,INE671H01015,SOBHA_EQ,EQ
"
"N,C,18341,VPRPL,,XX,0,VISHNU PRAKASH R PUNGLI L,0.05,1,318715,1,VPRPL,Y,INE0AE001013,VPRPL_EQ,EQ
"
"N,C,9408,RAINBOW,,XX,0,RAINBOW CHILDRENS MED LTD,0.05,1,61338,1,RAINBOW,Y,INE961O01016,RAINBOW_EQ,EQ
"
"N,C,22239,EBBETF0431,,XX,0,EDELAMC - EBBETF0431,0.01,1,77657,1,EBBETF0431,Y,INF754K01LE1,EBBETF0431_EQ,EQ
"
"N,C,3252,SPIC,,XX,0,SPIC LTD,0.01,1,1305538,1,SPIC,Y,INE147A01011,SPIC_EQ,EQ
"
"N,C,13966,HBLPOWER,,XX,0,HBL POWER SYSTEMS LTD.,0.05,1,148854,1,HBLPOWER,Y,INE292B01021,HBLPOWER_EQ,EQ
"
"N,C,1085,GABRIEL,,XX,0,GABRIEL INDIA LTD,0.05,1,196505,1,GABRIEL,Y,INE524A01029,GABRIEL_EQ,EQ
"
"N,C,6713,MOLDTKPAC,,XX,0,MOLD-TEK PACKAGING LTD,0.05,1,142717,1,MOLDTKPAC,Y,INE893J01029,MOLDTKPAC_EQ,EQ
"
"N,C,10576,NIFTYBEES,,XX,0,NIP IND ETF NIFTY BEES,0.01,1,362955,1,NIFTYBEES,Y,INF204KB14I2,NIFTYBEES_EQ,EQ
"
"N,C,17700,LTGILTBEES,,XX,0,NIP IND ETF LONGTERM GILT,0.01,1,3680161,1,LTGILTBEES,Y,INF204KB1882,LTGILTBEES_EQ,EQ
"
"N,C,21154,ERIS,,XX,0,ERIS LIFESCIENCES LIMITED,0.05,1,66000,1,ERIS,Y,INE406M01024,ERIS_EQ,EQ
"
"N,C,357,NAM-INDIA,,XX,0,NIPPON L I A M LTD,0.05,1,128544,1,NAM-INDIA,Y,INE298J01013,NAM-INDIA_EQ,EQ
"
"N,C,11667,DWARKESH,,XX,0,DWARIKESH SUGAR IND LTD,0.01,1,1606564,1,DWARKESH,Y,INE366A01041,DWARKESH_EQ,EQ
"
"N,C,19631,PRICOLLTD,,XX,0,PRICOL LIMITED,0.05,1,196473,1,PRICOLLTD,Y,INE726V01018,PRICOLLTD_EQ,EQ
"
"N,C,7083,STARHEALTH,,XX,0,STAR HEALTH & AL INS CO L,0.05,1,215469,1,STARHEALTH,Y,INE575P01011,STARHEALTH_EQ,EQ
"
"N,C,24308,ABDL,,XX,0,ALLIED BLEND N DISTILS L,0.05,1,268802,1,ABDL,Y,INE552Z01027,ABDL_EQ,EQ
"
"N,C,13517,EMAMILTD,,XX,0,EMAMI LIMITED,0.05,1,164997,1,EMAMILTD,Y,INE548C01032,EMAMILTD_EQ,EQ
"
"N,C,13218,SULA,,XX,0,SULA VINEYARDS LIMITED,0.05,1,227711,1,SULA,Y,INE142Q01026,SULA_EQ,EQ
"
"N,C,15228,UJJIVANSFB,,XX,0,UJJIVAN SMALL FINANC BANK,0.01,1,2771407,1,UJJIVANSFB,Y,INE551W01018,UJJIVANSFB_EQ,EQ
"
"N,C,25270,BAJAJHFL,,XX,0,BAJAJ HOUSING FINANCE LTD,0.01,1,749534,1,BAJAJHFL,N,INE377Y01014,BAJAJHFL_EQ,EQ
"
"N,C,5435,APTUS,,XX,0,APTUS VALUE HSG FIN I LTD,0.05,1,323076,1,APTUS,Y,INE852O01025,APTUS_EQ,EQ
"
"N,C,13409,GPIL,,XX,0,GODAWARI POW & ISP LTD,0.01,1,424131,1,GPIL,Y,INE177H01039,GPIL_EQ,EQ
"
"N,C,8828,GAEL,,XX,0,GUJARAT AMBUJA EXPORTS LT,0.01,1,738919,1,GAEL,Y,INE036B01030,GAEL_EQ,EQ
"
"N,C,31163,RHIM,,XX,0,RHI MAGNESITA INDIA LTD,0.05,1,179037,1,RHIM,Y,INE743M01012,RHIM_EQ,EQ
"
"N,C,937,ELGIEQUIP,,XX,0,ELGI EQUIPMENTS LTD,0.05,1,163526,1,ELGIEQUIP,Y,INE285A01027,ELGIEQUIP_EQ,EQ
"
"N,C,20778,JAMNAAUTO,,XX,0,JAMNA AUTO IND LTD,0.01,1,979815,1,JAMNAAUTO,Y,INE039C01032,JAMNAAUTO_EQ,EQ
"
"N,C,21750,LIQUIDCASE,,XX,0,ZERODHAAMC - LIQUIDCASE,0.01,1,944520,1,LIQUIDCASE,N,INF0R8F01034,LIQUIDCASE_EQ,EQ
"
"N,C,22243,EBBETF0425,,XX,0,EDELAMC - EBBETF0425,0.01,1,79269,1,EBBETF0425,Y,INF754K01LD3,EBBETF0425_EQ,EQ
"
"N,C,6643,SJS,,XX,0,SJS ENTERPRISES LIMITED,0.05,1,83896,1,SJS,Y,INE284S01014,SJS_EQ,EQ
"
"N,C,13710,FIEMIND,,XX,0,FIEM INDUSTRIES LIMITED,0.05,1,63062,1,FIEMIND,Y,INE737H01014,FIEMIND_EQ,EQ
"
"N,C,13976,TANLA,,XX,0,TANLA PLATFORMS LIMITED,0.05,1,142507,1,TANLA,Y,INE483C01032,TANLA_EQ,EQ
"
"N,C,14154,UNOMINDA,,XX,0,UNO MINDA LIMITED,0.05,1,93604,1,UNOMINDA,Y,INE405E01023,UNOMINDA_EQ,EQ
"
"N,C,10939,JUNIORBEES,,XX,0,NIP IND ETF JUNIOR BEES,0.01,1,128006,1,JUNIORBEES,Y,INF732E01045,JUNIORBEES_EQ,EQ
"
"N,C,14134,PITTIENG,,XX,0,PITTI ENGINEERING LIMITED,0.05,1,70114,1,PITTIENG,Y,INE450D01021,PITTIENG_EQ,EQ
"
"N,C,5394,MOL,,XX,0,MEGHMANI ORGANICS LIMITED,0.01,1,1087448,1,MOL,Y,INE0CT101020,MOL_EQ,EQ
"
"N,C,18060,CONCORDBIO,,XX,0,CONCORD BIOTECH LIMITED,0.05,1,46659,1,CONCORDBIO,N,INE338H01029,CONCORDBIO_EQ,EQ
"
"N,C,2606,LEMONTREE,,XX,0,LEMON TREE HOTELS LTD,0.01,1,681332,1,LEMONTREE,Y,INE970X01018,LEMONTREE_EQ,EQ
"
"N,C,7358,DATAPATTNS,,XX,0,DATA PATTERNS INDIA LTD,0.05,1,38405,1,DATAPATTNS,Y,INE0IX101010,DATAPATTNS_EQ,EQ
"
"N,C,19084,ITBEES,,XX,0,NIP IND ETF IT,0.01,1,2052100,1,ITBEES,Y,INF204KB15V2,ITBEES_EQ,EQ
"
"N,C,967,SUBEXLTD,,XX,0,SUBEX LTD,0.01,1,4014387,1,SUBEXLTD,Y,INE754A01055,SUBEXLTD_EQ,EQ
"
"N,C,14966,CSBBANK,,XX,0,CSB BANK LIMITED,0.05,1,315398,1,CSBBANK,Y,INE679A01013,CSBBANK_EQ,EQ
"
"N,C,18614,SAMHI,,XX,0,SAMHI HOTELS LIMITED,0.01,1,506782,1,SAMHI,Y,INE08U801020,SAMHI_EQ,EQ
"
"N,C,8003,SILVER,,XX,0,BIRLASLAMC - SILVER,0.01,1,1068003,1,SILVER,Y,INF209KB19F6,SILVER_EQ,EQ
"
"N,C,15409,NESCO,,XX,0,NESCO LTD.,0.05,1,98151,1,NESCO,Y,INE317F01035,NESCO_EQ,EQ
"
"N,C,9750,ETHOSLTD,,XX,0,ETHOS LIMITED,0.05,1,33074,1,ETHOSLTD,Y,INE04TZ01018,ETHOSLTD_EQ,EQ
"
"N,C,13577,VOLTAMP,,XX,0,VOLTAMP TRANSFORMERS LTD,0.05,1,8893,1,VOLTAMP,Y,INE540H01012,VOLTAMP_EQ,EQ
"
"N,C,480,BIRLACORPN,,XX,0,BIRLA CORPORATION LTD,0.05,1,77160,1,BIRLACORPN,Y,INE340A01012,BIRLACORPN_EQ,EQ
"
"N,C,1979,LMW,,XX,0,LMW LIMITED,0.05,1,5823,1,LMW,Y,INE269B01029,LMW_EQ,EQ
"
"N,C,24809,UNIECOM,,XX,0,UNICOMMERCE ESOLUTIONS L,0.01,1,555910,1,UNIECOM,Y,INE00U401027,UNIECOM_EQ,EQ
"
"N,C,7227,MAPMYINDIA,,XX,0,C.E. INFO SYSTEMS LIMITED,0.05,1,56417,1,MAPMYINDIA,Y,INE0BV301023,MAPMYINDIA_EQ,EQ
"
"N,C,9348,IOB,,XX,0,INDIAN OVERSEAS BANK,0.01,1,1720120,1,IOB,Y,INE565A01014,IOB_EQ,EQ
"
"N,C,24582,SANSTAR,,XX,0,SANSTAR LIMITED,0.01,1,772351,1,SANSTAR,Y,INE08NE01025,SANSTAR_EQ,EQ
"
"N,C,2048,INDIGOPNTS,,XX,0,INDIGO PAINTS LIMITED,0.05,1,68642,1,INDIGOPNTS,Y,INE09VQ01012,INDIGOPNTS_EQ,EQ
"
"N,C,104,SHAREINDIA,,XX,0,SHARE IND. SECURITIES LTD,0.05,1,339689,1,SHAREINDIA,Y,INE932X01026,SHAREINDIA_EQ,EQ
"
"N,C,30125,SAMMAANCAP,,XX,0,SAMMAAN CAPITAL LIMITED,0.01,1,615532,1,SAMMAANCAP,Y,INE148I01020,SAMMAANCAP_EQ,EQ
"
"N,C,4481,AARTIDRUGS,,XX,0,AARTI DRUGS LTD.,0.05,1,224046,1,AARTIDRUGS,Y,INE767A01016,AARTIDRUGS_EQ,EQ
"
"N,C,6944,GANECOS,,XX,0,GANESHA ECOSPHERE LIMITED,0.05,1,44915,1,GANECOS,Y,INE845D01014,GANECOS_EQ,EQ
"
"N,C,14304,FSL,,XX,0,FIRSTSOURCE SOLU. LTD.,0.05,1,259978,1,FSL,Y,INE684F01012,FSL_EQ,EQ
"
"N,C,14707,TIMETECHNO,,XX,0,TIME TECHNOPLAST LTD.,0.05,1,202421,1,TIMETECHNO,Y,INE508G01029,TIMETECHNO_EQ,EQ
"
"N,C,1808,KAJARIACER,,XX,0,KAJARIA CERAMICS LTD,0.05,1,84726,1,KAJARIACER,Y,INE217B01036,KAJARIACER_EQ,EQ
"
"N,C,1675,ITI,,XX,0,ITI LTD,0.05,1,272892,1,ITI,Y,INE248A01017,ITI_EQ,EQ
"
"N,C,1185,AMBER,,XX,0,AMBER ENTERPRISES (I) LTD,0.05,1,17418,1,AMBER,Y,INE371P01015,AMBER_EQ,EQ
"
"N,C,981,EPL,,XX,0,EPL LIMITED,0.05,1,361452,1,EPL,Y,INE255A01020,EPL_EQ,EQ
"
"N,C,7254,MEDPLUS,,XX,0,MEDPLUS HEALTH SERV LTD,0.05,1,118352,1,MEDPLUS,Y,INE804L01022,MEDPLUS_EQ,EQ
"
"N,C,1476,IDBI,,XX,0,IDBI BANK LIMITED,0.01,1,1204270,1,IDBI,Y,INE008A01015,IDBI_EQ,EQ
"
"N,C,8311,BLUESTARCO,,XX,0,BLUE STAR LIMITED,0.05,1,48526,1,BLUESTARCO,Y,INE472A01039,BLUESTARCO_EQ,EQ
"
"N,C,3048,SCI,,XX,0,SHIPPING CORP OF INDIA LT,0.01,1,428536,1,SCI,N,INE109A01011,SCI_EQ,EQ
"
"N,C,19731,GPPL,,XX,0,GUJARAT PIPAVAV PORT LTD,0.01,1,511480,1,GPPL,Y,INE517F01014,GPPL_EQ,EQ
"
"N,C,18822,ENDURANCE,,XX,0,ENDURANCE TECHNO. LTD.,0.05,1,43606,1,ENDURANCE,Y,INE913H01037,ENDURANCE_EQ,EQ
"
"N,C,419,BEPL,,XX,0,BHANSALI ENG. POLYMERS LT,0.01,1,698297,1,BEPL,Y,INE922A01025,BEPL_EQ,EQ
"
"N,C,19531,BAJAJCON,,XX,0,BAJAJ CONSUMER CARE LTD,0.01,1,454468,1,BAJAJCON,Y,INE933K01021,BAJAJCON_EQ,EQ
"
"N,C,18154,HATHWAY,,XX,0,HATHWAY CABLE & DATACOM,0.01,1,5639553,1,HATHWAY,Y,INE982F01036,HATHWAY_EQ,EQ
"
"N,C,20182,ASHOKA,,XX,0,ASHOKA BUILDCON LTD,0.01,1,346694,1,ASHOKA,Y,INE442H01029,ASHOKA_EQ,EQ
"
"N,C,2970,SURYODAY,,XX,0,SURYODAY SMALL FIN BK LTD,0.01,1,663941,1,SURYODAY,Y,INE428Q01011,SURYODAY_EQ,EQ
"
"N,C,17272,SETFGOLD,,XX,0,SBI-ETF GOLD,0.01,1,1487911,1,SETFGOLD,Y,INF200KA16D8,SETFGOLD_EQ,EQ
"
"N,C,15362,VGUARD,,XX,0,V-GUARD IND LTD.,0.05,1,234055,1,VGUARD,Y,INE951I01027,VGUARD_EQ,EQ
"
"N,C,6125,GOODLUCK,,XX,0,GOODLUCK INDIA LIMITED,0.05,1,102439,1,GOODLUCK,Y,INE127I01024,GOODLUCK_EQ,EQ
"
"N,C,14428,GOLDBEES,,XX,0,NIP IND ETF GOLD BEES,0.01,1,1530608,1,GOLDBEES,Y,INF204KB17I5,GOLDBEES_EQ,EQ
"
"N,C,1250,CASTROLIND,,XX,0,CASTROL INDIA LIMITED,0.01,1,476757,1,CASTROLIND,Y,INE172A01027,CASTROLIND_EQ,EQ
"
"N,C,4892,SAREGAMA,,XX,0,SAREGAMA INDIA LIMITED,0.05,1,200137,1,SAREGAMA,Y,INE979A01025,SAREGAMA_EQ,EQ
"
"N,C,4525,DYNAMATECH,,XX,0,DYNAMATIC TECHNOLOGIES,0.05,1,11505,1,DYNAMATECH,Y,INE221B01012,DYNAMATECH_EQ,EQ
"
"N,C,13501,ALLCARGO,,XX,0,ALLCARGO LOGISTICS LTD,0.01,1,1846648,1,ALLCARGO,Y,INE418H01029,ALLCARGO_EQ,EQ
"
"N,C,1247,GSFC,,XX,0,GUJ STATE FERT & CHEM LTD,0.01,1,456656,1,GSFC,Y,INE026A01025,GSFC_EQ,EQ
"
"N,C,11618,ASTRAMICRO,,XX,0,ASTRA MICROWAVE LTD,0.05,1,122574,1,ASTRAMICRO,Y,INE386C01029,ASTRAMICRO_EQ,EQ
"
"N,C,20303,GANDHAR,,XX,0,GANDHAR OIL REFINE IND L,0.01,1,431019,1,GANDHAR,Y,INE717W01049,GANDHAR_EQ,EQ
"
"N,C,3149,BORORENEW,,XX,0,BOROSIL RENEWABLES LTD,0.05,1,168525,1,BORORENEW,Y,INE666D01022,BORORENEW_EQ,EQ
"
"N,C,20607,INOXINDIA,,XX,0,INOX INDIA LIMITED,0.05,1,85681,1,INOXINDIA,Y,INE616N01034,INOXINDIA_EQ,EQ
"
